text,label
 Hundreds of sampoerna cigarette factory workers have COVID-19.,Fake
 The Washington Post claims the new coronavirus was created on a Wuhan lab.,Fake
 Madagascar has overcome the new coronavirus.,Fake
 Latvian opposition politician says government has given 250 million euros of COVID-19 crisis money to local millionaires and it should be given as helicopter money to evereybody instead.,Fake
 A video has been viewed hundreds of thousands of times in multiple posts on Facebook and Twitter in May 2020 alongside claims that it shows an intoxicated police officer in India after the government allowed liquor shops to reopen during the nationwide COVID-19 lockdown.,Fake
 A cryptocurrency system developed by Microsoft will use body activity data through the chip implanted in a human body.,Fake
" Mantova hospital, in Italy, tests plasma treatment to heal COVID-19 patients. The Italian government has sent the Carabinieri to stop the experimentation. It’s because of Bill Gates.",Fake
 A Japanese study reveals that COVID-19 mortality is lower than the flu.,Fake
" Dr Shi Zhengli who made coronavirus, escaped from China and she was sentenced to death.",Fake
" Breathing over and over exhaled air turns into carbon dioxide, which is why we feel dizzy; Some people drive their car with the mask on; that is very dangerous because the stale air can make the driver lose consciousness; It is recommended to use face masks only if you have someone in front or very close, and it is essential to remember to lift it every 10 minutes to continue feeling healthy.",Fake
 The Chinese have 100 million vaccines for COVID-19 ready.,Fake
 The BCG (Bacillus Camette – Guerin) vaccine for tuberculosis can protect people from COVID-19.,Fake
" Inhaling “natural” ingredients like lemon, ginger, salt and Halls chewing-gum cures the coronavirus",Fake
 Bill Gates uses COVID-19 to implement the ID2020 chip and monitor the world.,Fake
 “Face masks can reduce your natural immunity because they cause your body to produce cortisol in response to stress due to reduced air and oxygen flow.”,Fake
" According to a publication that is spreading on Facebook, “sunlight destroys coronavirus quickly, says new study”.",Fake
 US Defense Secretary Mark Esper let slip that 5G could be destructive and it has something to do with pandemic.,Fake
" Multiple Facebook and Twitter posts shared hundreds of times claim the antiviral medicine remdesivir has been approved by the US Food and Drug Administration (FDA) as a treatment for the novel coronavirus, which causes the disease COVID-19.",Fake
" A sadhu in Jaipur was affected with coronavirus, as a result 300 sadhus and 700 citizens have been quarantined.",Fake
 Bill Gates said that the Catholic religion may have to be suspended forever because of the COVID-19 pandemic.,Fake
" Democratic congrasswoman Ilhan Omar tweeted that there have been more deaths due to COVID-19 than 9/11 and the wars in Vietnam, Iraq, and Afghanistan combined",Fake
 A PPE shipment was destroyed at the Port of Dover after illegal immigrants were found travelling alongside it.,Fake
 Chloroquine effectiveness has been proved.,Fake
 A video viewed thousands of times on Facebook posts claims to show Indians throwing statues of their gods into a river after they allegedly failed to protect them from the new coronavirus.,Fake
 A post shared hundreds of times on Facebook claims that the Nigerian presidency imposed a curfew to allow Chinese companies to build 5G masts.,Fake
" A video shows the moment when a man faints in the middle of the street from COVID-19, in Mexico.",Fake
" 96,3% of people deceased in Italy from COVID-19 actually died from other illnesses, according to this deputy.",Fake
 The cure for coronavirus can come from Antwerp (Belgium) llamas.,Fake
" The government in Serbia has announced starting May 15 onwards, hand washing will no longer be necessary.",Fake
" “For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",Fake
" In Tamil Nadu’s Vellore, Muslims are offering namaz during lockdown.",Fake
" A text titled “The terrible face mask” circulates on the Internet in Spanish. Among other things, it says that the use of masks can have catastrophic consequences for health.",Fake
" Telugu actor collected a huge amount of money from fans but provided relief to just 2,000 poor families.",Fake
 Indian actor Aamir Khan is donating 15000 rupees to the poor by hiding them in aata in Mumbai.,Fake
 Industrialist Ratan Tata stated that 2020 is the year to survive and not to worry about profits and losses.,Fake
 Lockdown violation in Chandni Chowk area of Delhi,Fake
" Georgian man’s blood had been used to treat a COVID-19 patient in one of the hospitals in Germany. Information included a photo depicting a man, whose blood is being taken.",Fake
 CRAS (a social care center) is distributing 492 thousand market baskets to people in need. People need to fill out a form to find out if they are eligible.,Fake
 A text saying that civil registry data proves that the pandemic is an invention. All the numbers are significantly lower than those published by the Brazilian Ministry of Health.,Fake
 Muslims misbehaved with Mumbai police as they tried to stop a large gathering during the month of Ramzan.,Fake
 Video of black bucks crossing a road in Kaziranga national park amid COVID-19 lockdown.,Fake
 A Venezuelan man with coronavirus is spreading the virus in a small Colombian city.,Fake
 Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.,Fake
" A large poster on the facade of the Governmental party PSOE headquarters shows the face of the Spanish president, Pedro Sánchez, next to the motto “Trust your Government: A good citizen obeys”.
.",Fake
 A fake picture allegedly shows how coronavirus can pass through protective masks’ fabric.,Fake
" In December 2019, Italian politician Beppe Grillo wore a protective mask in public. Some people said that he did that because the Chinese Embassy had warned him about coronavirus.",Fake
 Video of a police member in an inebriated state after the Indian government has allowed the opening of liquor shops which were closed earlier due to complete lockdown in the country.,Fake
 Gilead Sciences announced on May 3 2020 that the new medicine for COVID-19 will be ready by next week.,Fake
 Video of Muslims violating lockdown conditions in Old city (Hyderabad).,Fake
 Indian actor Aamir Khan distributed money in wheat bags to the poor.,Fake
" Indian business tycoon Ratan Tata said, the Year 2020 is the year of survival.",Fake
" Any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of Gujarat, in India.",Fake
 Wearing a mask during an extended period leads to a lack of oxygen called “hypoxia”.,Fake
" Men in Vellore, Tamil Nadu are violating lockdown by offering namaaz in a Mosque.",Fake
 Aamir Khan donated 15000 Rs by hiding the money in ration materials for poor people amidst lockdown.,Fake
 The Centers for Disease and Prevention has reduced the number of COVID-19 cases recorded in the U.S.,Fake
 Charles de Gaulle aircraft carrier’s marines have been cured from COVID-19 thanks to chloroquine.,Fake
 Data from Brazilian registry offices show that state data on COVID-19 deaths are lower,Fake
 People driving cars and motorcycles without masks will receive traffic tickets in Brazil.,Fake
" Maria do Rosário, a Brazilian federal deputy of PT, party of former President Lula, appears in a photo sewing a protective mask without a sewing thread.",Fake
 A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,Fake
" “There was no real scientific basis for believing that” social distancing would be necessary, “since it had never been studied.”",Fake
 Eating food with a pH greater than 5.5 fights COVID-19.,Fake
" Kenya has received a donation of 500,000 COVID-19 test kits from the Jack Ma Foundation.",Fake
 US Secretary of State Mike Pompeo said that Sars-cov2 was created in the laboratory and that there is “enormous” evidence.,Fake
 5G frequences are negatively affecting the oxygen absorbion by the human body and it worsen the symptoms of COVID-19.,Fake
" A Whatsapp message which claims that the Italian government sent “Nas” (a branch of the Carabinieri) to close the department in charge of plamsa-related therapies at Mantua hospital, where “they cure COVID-19 in 48 hours”. The government would have done that in order to obtain “Bill Gates’ vaccine”.",Fake
 Bill Gates claims and announces that vaccinations will be mandatory for all.,Fake
" In a video, blogger Ken Jebsen claims Bill Gates took control over the health system to force his vaccines upon everyone. He funds 80 percent of the WHO. In Germany people are arrested because they carry the constitution (Grundgesetz). Germany secretly wants to impose compulsory vaccines in a new law, and COVID-19 is just a harmless flu",Fake
 Pictures show Angela Merkel and other policians standing very close together and not keeping distance.,Fake
 A family built a homemade mechanical respirator that cures COVID-19 with inhalations.,Fake
 Trump announced that Roche Medical Company will launch a vaccine to cure COVID-19 in 3 hours.,Fake
" A post shared more than 160,000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested, and asks if it would be “like holocaust victims have.”",Fake
" A video of people climbing down a building has been viewed tens of thousands of times in multiple posts on Facebook, Twitter, YouTube and WhatsApp alongside a claim it shows shoppers attempting to flee a shop after police discovered it had flouted Pakistan’s coronavirus lockdown.",Fake
 Indian scientists are researching whether there are cells in the Ganges river that can block the coronavirus.,Fake
 This video shows people throwing statues of their gods in the water India because they failed to protect them from COVID-19.,Fake
" Due to COVID-19, it is not allowed to turn on the air conditioner in the classroom when school starts.",Fake
" A chain circulated on social networks, which claimed that the prolonged use of the mask produces respiratory diseases.",Fake
 Smoking could protect you from COVID-19.,Fake
 Polish doctors are saying in a video that there are no confirmed cases of COVID-19 in Poland.,Fake
" A blog article quoting the Italian virologist Matteo Bassetti, who would have said that in Italy nobody died because of COVID-19 in May 2020.",Fake
 Countries with more PCR testing have more deaths.,Fake
 Waris Pathan misbehaving with Maharashtra police (India) during lockdown.,Fake
 The claim stated that India’s top business conglomerate Tata Group Chairman Ratan Tata said it’s not time to think of profits but to think of survival.,Fake
 Trump sign Cares law which contains the name COVID19 before the epidemic happened.,Fake
 A Galician residence has”thrown away” sanitary material donated by Spanish businessman Amancio Ortega.,Fake
" Someone living in Cercerda (Galicia, Spain) died under “strange circumstances”.",Fake
" Indian Government has started a scheme called the Rashtriya Sikhshit Berojgar Yojna, to help those who are educated and unemployed during the lockdown.",Fake
 A publication of the website Mediterráneo Digital that states in its headline that “the Government allows the celebration of Gay Pride in Madrid despite the coronavirus”,Fake
 Businessman Ratan Tata has said that 2020 is the year to survive and not care about profil and losses.,Fake
 Sri Lanka government has hidden the details of COVID-19 spread in the country and large number of death bodies have been disposed using body bags.,Fake
" Marines of French aircraft carrier Charles de Gaulle, contamined by COVID-19, were treated with hydroxychloroquine and azythromycin, and were cured at 99%.",Fake
" Trump: “Medically, we had empty cupboards. The cupboards — I say, the cupboards were empty.”",Fake
 Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,Fake
" Some 150 foreigners attended Sadhguru’s event in March, which has led to over 1,000 coronavirus cases in Tamil Nadu, India. The foreigners are quarantined at Isha Yoga Center.",Fake
" Government of India will provide a relief package of Rs 50,000 to ration card-holders under its scheme ‘Rashtriya Sikhshit Berojgar Yojna’.",Fake
 Taiwan Central Epidemic Command Center (CECC) sent an email entitled “final notice” with an instruction to people who has contact with the COVID-19 case.,Fake
" A picture of a newspaper article which states that “when the only person inside a car is the driver, he should sit in the front seat, in front of the steering wheel”. This would allegedly be a quote from an Italian law decree aimed at fighting coronavirus.",Fake
 Australian investigators indicate that Ivermectin can kill COVID-19 in 48 hours.,Fake
 A photo showing dozens of people lying on the ground has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the situation in Ecuador during the coronavirus pandemic.,Fake
 Cameroonian bishop Mgr Samuel Kleda revealed the recipe of a drink that can cure COVID-19.,Fake
" Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",Fake
 Central Park hospital tents housed thousands of abused children released from underground captivity.,Fake
 COVID-19 can be treated with the plasma of healed patients. We don’t need a vaccine or a drug.,Fake
 Facebook videos suggest that the use of bioresonance can cure COVID-19.,Fake
 A video shows Chinese soldiers burying COVID-19 infected bodies without using protection equipment.,Fake
" A photo of a Pakistani chief minister has been shared thousands of times on Facebook alongside a claim it shows him flouting Pakistan’s coronavirus lockdown measures at iftar, a daily evening meal enjoyed by Muslims during the holy month of Ramadan.",Fake
 5 millions euros were unlocked in order to save Cannes film festival canceled due to COVID-19.,Fake
 This video unveils several hidden realities about “criminal management” of COVID-19 by authorities in France.,Fake
 Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.,Fake
" An image circulated on social networks that assured that the Government of Guatemala already had a plan for the reopening of commercials, churches and schools.",Fake
 A Facebook post links a substance called “adrenochrome” to COVID-19 deaths.,Fake
 The number of deaths from COVID-19 is very small compared to other diseases.,Fake
" Bill Gates is experimenting on humans, and the pandemic is fictional.",Fake
" Muslims in Tamil Nadu, India are flouting lockdown rules to offer namaz prayers at night.",Fake
 Baba Ramdev claims that COVID-19 can be self diagnosed by controlling breathing and that mustard oil kills the virus.,Fake
" Congress MP Dr. Shashi Tharoor praised LDF government in Kerala, India for their COVID-19 relief work.",Fake
 American students thank Indians for hydroxychloroquine by singing the Indian National Anthem.,Fake
" An image of a baby boy wrapped in a plastic bag being hugged by her soldier father, the baby died of COVID-19.",Fake
" Image of Muslims violating lockdown restrictions and praying in Purukathur, Tamil Nadu, India.",Fake
" Image of Kaziranga national park in Assam, India during lockdown.",Fake
" A publication on the purchase of respirators by the Province of Buenos Aires. According to the publication, the Buenos Aires government would buy respirators from China for 10 million dollars,",Fake
 Madagascar found a medicine for COVID-19 and will start distributing to the entire world.,Fake
" Image of tired Sri Lankan healthcare professionals lying on the ground, inside a operating theater room.",Fake
" According to a WHO report, not a single vegetarian person in the world has been found to suffer from coronavirus.",Fake
 Smokers are better protected against coronavirus.,Fake
 Death toll among black people is higher because the viruses affect various races differently.,Fake
" “A shift in world politics, published a dossier collected by the intelligence services of the United States, great Britain, Canada, Australia and New Zealand (Five Eyes). Intelligence data fills in some white spots in the history of COVID-19 distribution and it is shocking!”",Fake
" A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and Instagram alongside a claim it shows UK Prime Minister Boris Johnson offering cups of tea to journalists after recovering from an illness. The posts were shared shortly after Johnson returned to work following hospital treatment for COVID-19.",Fake
 Venezuelan government published a schedule of 4 phases to reduce quarantine.,Fake
" A photo shared hundreds of times on Facebook claims to show the American cable news channel CNN describing cases of COVID-19 in Nigeria as “false”, accusing the government of making them up to embezzle public funds.",Fake
 Men in Gujarat are violating lockdown by offering namaaz in a Mosque.,Fake
 New WHO guidelines recommend encouraging children under four to masturbate.,Fake
" Postural drainage, where the body is put in different positions to drain mucus from the lungs, is an effective way to treat COVID-19 pneumonia.",Fake
 Golf courses are reopening in Ireland on 2nd May.,Fake
" Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor.",Fake
" A video from Brazil showing an empty coffin, which should have instead held the body of a COVID-19 victim.",Fake
 Remdesivir is a medicine that can cure COVID-19.,Fake
 The Bill and Melinda Gates Foundation headquarters is called the “Centre for Global Human Population Reduction”.,Fake
" COVID-19 isn’t more dangerous than seasonal flu in France, in terms of number of deaths.",Fake
 First load of Moroccan masks and respirators arrived in New York City.,Fake
 Thousands of citizens demonstrate in Rome against the “coronavirus dictatorship” of the Italian government. They shout “Freedom! Freedom!” and no television talks about it.,Fake
" Anthony Fauci knew about the new coronavirus from 2017 and journalists exhibit mannequins as COVID-19 patients to deceive the public, according to an interview with a man named Rashid Buttar.",Fake
 An image of a truck dumping fresh tomatoes onto an empty field has been shared thousands of times in multiple Sinhala-language Facebook posts which suggest it shows a scene in Sri Lanka. The posts claim it illustrates the government’s failure to help farmers to sell their produce during a coronavirus lockdown.,Fake
 Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,Fake
" Photo of rickshaw puller who died due to lack of food during the current lockdown, which was imposed to curb the spread of COVID-19.",Fake
" CDC suddenly lost 30,000 deaths from coronavirus from its data, thus proving the virus is not as serious as it seems.",Fake
 French news network BFM aired incoherent data about people who died from the coronavirus in Africa.,Fake
 Liechtenstein introduces mandatory biometric bracelets to track COVID-19 pandemic.,Fake
 An image has been shared thousands of times in multiple posts on Twitter and Facebook which claim it shows overgrown shrubs at a theme park in Malaysia during a coronavirus lockdown.,Fake
 A factory worker of Wibs Bread in Mumbai was found affected with coronavirus and buyers are advised to avoid the bread,Fake
" The WHO recommends that people stay at home, lose their businesses or jobs, as well as do not outside.",Fake
" Because of a WHO clause, Dutch primary schools are allowed to vaccinate children without their parents’ consent.",Fake
" The U.S. are conducting experiments on Georgian people. Remdesivir (experimental drug to cure COVID-19) is produced by Gilead, the same company which supplied Georgia with Sovaldi, a dangerous drug whih is used in Hepatitis C patients.",Fake
" A ginger, garlic, lime and paracetamol concoction cures coronavirus.",Fake
 Video of foreigners destroying liquor bottles amid COVID-19 lockdown in India.,Fake
 Large crowd gathered in Delhi’s market amid nationwide lockdown in India.,Fake
 A picture shows a woman holding a protest sign with an incoherent calculus to possibly signal that Barack Obama is behind the coronavirus crisis.,Fake
 Influenza vaccines are likely to result in a false positive PCR-test for Sars-CoV-2.,Fake
 The Government of Mexico asks to deposit $ 300 pesos to activate the support card for COVID-19.,Fake
 China has suddenly dismantled its USD Peg on stock exchanges over imminent launch of sovereign digital currency amid COVID-19.,Fake
 Nicotine protects from COVID-19.,Fake
 Consuming more alkaline foods helps “raise the pH level” to counteract COVID-19.,Fake
 Kentucky teachers will conduct in-home “bedroom inspections” during the week of April 27 for their kindergarten through eighth grade students.,Fake
" The photo shows a packed beach in Bloemfontein, South Africa, during the country’s coronavirus lockdown.",Fake
 COVID-19 self testing by holidng breath and put mustard oil through nose will kill the coronavirus.,Fake
 A post that compares Argentina with other countries on the number of prisoners released during the pandemic.,Fake
 Image attributed to hardships of Sri Lankan Army essential workers are experiencing during COVID-19.,Fake
 Request to donate as the army camps in Kilinochchi area (Northern Province of Sri Lanka) was facing a scarcity of face masks.,Fake
 The number of coronavirus patients in the country can reach close to 30 million by August 15. Central Indian government is warning states.,Fake
 A video that claims that COVID-19’s peak is over and lockdown was useless. The statement is based on an Israeli study.,Fake
 Korean business wants to relocate from Myanmar to Bangladesh because of the COVID-19 pandemic.,Fake
 Social media users have shared a photo that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation.,Fake
 French writer of the 17th century Madame de Sévigné wrote a letter to her daughter that echoes the situation we live in at the moment.,Fake
 Police and Brazilian traffic department give traffic ticket to drivers that do not wear protection mask.,Fake
 The Japanese Nobel laureate says the coronavirus is not naturally occurring.,Fake
 Korean businesses want to move from Myanmar to Bangladesh because of the coronavirus crisis.,Fake
" Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",Fake
" A video of a street parade has been viewed tens of thousands of times in multiple posts on Facebook, Instagram, TikTok and YouTube alongside a claim it shows people celebrating the end of a coronavirus lockdown in Saudi Arabia.",Fake
 A photo of hundreds of people praying together has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows Muslims in south India flouting the nation’s COVID-19 lockdown to offer night-time prayers.,Fake
 COVID-19 has infected more meatpackers in the U.S. than health care workers.,Fake
" Ghanian ex-president, John Mahama said that Togo, Rwanda and Ivory Coast did not request financial assistance for COVID-19 from the IMF.",Fake
 Prolonged use of mask can cause hypoxia.,Fake
" A series of claims, including that the COVID-19 pandemic was “fake” and 5G telecommunications is causing the illness.",Fake
 “93% of the (COVID-19) cases in the state of Illinois have come from Chicago.”,Fake
 The novel coronavirus has been artificially created in a laboratory.,Fake
 WHO report claims that ‘No vegetarian in the world was found to have been infected with COVID-19’.,Fake
 Pennsylvania’s governor breaking his own social distancing rules in a photo.,Fake
" The CARES Act was introduced in January 2019, which proves the COVID-19 pandemic was planned in advance.",Fake
" Video saying that medical complications created by the virus are unexpected for a virus, therefore,anti-inflammatories are the solution.",Fake
 An image claimed that the Bill Gates vaccination program “deformed and ruined the lives of people in Africa.”,Fake
" When the COVID-19 vaccine is introduced, microchips will also be introduced into the human body, then 5G networks will come into play, through which the world’s elite will send various signals to nanochips that have settled in human organisms. They will want to send such a signal that only the a “Golden” billion will remain on Earth.",Fake
 American president Donald Trump announced that tests of injection of disinfectant to fight against the new coronavirus will begin in Africa.,Fake
" Professor Tasuku Honjo, Nobel Laureate 2018 Medicine, supports the theory that the coronavirus is not natural and was invented by China.",Fake
 Recent mob attack on West Bengal police due to the lockdown in Howrah.,Fake
 Video shows that social distancing is not being followed in Delhi.,Fake
 Photos taken in an open-air drug market in São Paulo show a crowd and people are not affected by COVID-19.,Fake
 Photo shows that coffins are being buried empty in the brazilian state of Amazonas.,Fake
 WHO has guidelines that encourage child masturbation.,Fake
 Ivermectin cures COVID-19.,Fake
 Poem written in 1869 by Kathleen O’Meara predicted the pandemic of COVID-19.,Fake
" Helder Barbalho, governo of Brazilian state of Pará, hides hydroxychloroquine in warehouse in order not to give to population and let people die.",Fake
 The White House is selling coins commemorating the COVID-19 pandemic.,Fake
 Coronavirus was invented and patented by researchers at the Pirbright Institute in 2018.,Fake
 Claim that a Japanese Nobel Prize-winning scientist said coronavirus is unnatural and man-made.,Fake
" Indian Police fighting with villagers who protested against the entry of a corpse to the village, suspected to be of a COVID-19 patient.",Fake
" Kerala, India, minister K.T Jaleel still draws his salary as teacher even after quitting his job 14 years ago.",Fake
 Chlorine dioxyde is the cure for COVID-19.,Fake
 Supreme Court of India has banned everyone except the Government to share any message about the coronavirus.,Fake
 A video of a young man from Gujarat claiming he has found a medicine that cures COVID-19.,Fake
" Surgical masks whose price has been limited to 0,96 cents do not comply with the EU regulation.",Fake
 There are “15 minors admitted” because of COVID-19 in the Infanta Sofía Hospital in Madrid and three in the “Talavera hospital”.,Fake
 Madagascar does not have any cases of the coronavirus,Fake
 South African President Cyril Ramaphosa asked all foreigners to leave the country by June 21 in response to the spread of COVID-19.,Fake
 The video shows the FBI seizing coronavirus-infected face masks sent from China.,Fake
 Hydroxychloroquine “cures COVID-19” but there is a conspiracy by Biil Gates and Dr. Fauci to ban it.,Fake
 The “Di Bella” treatment method is useful for curing COVID-19.,Fake
" A WhatsApp audio claims that the Infanta Sofía Hospital in Madrid has 15 children in serious condition due to COVID-19, and that there are three other children in the Talavera de la Reina Hospital.",Fake
" Bollywoof actor Aamir Khan has anonymously donated Rs 15,000 to people living in a slum.",Fake
" Screenshot showing that Rodríguez Larreta, head of government of the City of Buenos Aires, published a tweet against the “Hospital de Clínicas”.",Fake
" In Argentina, an unemployed mother with 5 children received $ 41,015 in social plans in April.",Fake
" In Brazil, people driving without masks will be given traffic tickets.",Fake
" Petrobras, a Brazilian petrol company, will be giving free gasoline to essential workers. You need to fill up a form to be elligible.",Fake
" A picture shows the Ibirapuera Gymnasium temporary hospital, in São Paulo, empty.",Fake
" Coffins of alleged COVID-19 victims were unearthed in Belo Horizonte, Brazil. There were only rocks inside.",Fake
" Video of a mob in Marabá, Brazil, shouting at a man driving a backhoe. On the caption, it is stated that this man was opening graves for empty coffins.",Fake
" A video of a teleconference between Rui Costa, governor of Bahia, Brazil, and the mayor from Porto Seguro. In the caption, it is stated that the governor asked the mayor to artificially increase the number of COVID-19 patients to 200, so she would get more money.",Fake
" A picture shows two man holding a coffin. The caption says that, if the coffin was full, they would not be able to lift it.",Fake
" People come to your house, offer you to try a mask, which is in fact full of chemicals. This gets you asleep and these people rob you.",Fake
" A teacher died in Eastern France after she had to take care of health workers’ children, who contaminated her with COVID-19.",Fake
" Professor Dr Tasuku Honjo, caused a sensation today in the media by saying that the coronavirus is not natural.",Fake
 Brasilian doctor discovered a cure for COVID-19.,Fake
 Dried ginger powder can cure COVID-19.,Fake
" The governor of Rio de Janeiro is paying a special COVID-19 monthly allowance, of BRL 836.00, to all inmates in the state. Meanwhile, the emergency COVID-19 for poor people who are not convicted criminals is only BRL 600.",Fake
" A picture of a person, allegedly, holding a coffin with only two fingers. The post says it is phisically impossible that this coffin is full, because of the weight of a dead person.",Fake
 All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown.,Fake
 A market in Mizoram state of India is practising social distancing amidst ongoing lockdown.,Fake
" American students are siging the Indian national anthem, as a gesture of thanking India for supplying Hydroxychloroquine to USA.",Fake
 Alfalfa is the only cure for COVID-19.,Fake
 A WHO report states that ‘No vegetarian in the world was found to have been infected with COVID-19’.,Fake
" A message of key takeaways from an interview of HDFC bank MD & CEO Aditya Puri, where he has said how India will survive the coronavirus pandemic.",Fake
 The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.,Fake
 Prolonged use of the mask causes hypoxia.,Fake
" A Legislative Assembly member Hafiz Khan made a nurse touch the feet of a Muslim and apologise to him. She was made to do so because she had made a comment that if the Markaz attendees had quarantined themselves, the situation that was not would not have arose.",Fake
 Photo shows a broken refrigerator with 1500 viruses in Wuhan.,Fake
 First recipients of a COVID-19 test vaccine is dead.,Fake
" President of Russia, Vladimir Putin, has ordered COVID-Organics and asked Africans not to follow the World Health Organization (WHO).",Fake
 A tweet by Pakistani journalist Saadia Afzaal claiming that China has developed a COVID-19 vaccine.,Fake
" Researchers from Oxford University are offering Ksh100,000 to Kenyan volunteers for a COVID -19 vaccine trial.",Fake
 Melinda Gates divorced her husband Bill because he created a toxic vaccine whose purpose is to destroy the African.,Fake
 Neem leaves — popularly known as “mwarubaini” in Swahili — can cure COVID-19.,Fake
 Madagascar was COVID-19 free on April 28 after registering 100% recovery for all confirmed cases.,Fake
 Japanese family converts to Islam after they are cured from COVID-19.,Fake
 Various groups in the Philippines will conduct Labor Day protests on the streets despite the enhanced community quarantine.,Fake
 A vaccine for the novel coronavirus was available as early as 2001.,Fake
 Journalists admitted that the COVID-19 pandemic is a hoax.,Fake
 Actress Angel Locsin tested positive for COVID-19 in a second test.,Fake
 COVID-19 is a pretense for a invouluntary implemantation of microchips and legalization of pedophilia.,Fake
" In Italy, 96,3% of people that died after developing COVID-19 died from other pathologies.",Fake
 The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,Fake
 The photo shows bedding and food aid packages distributed in Rwanda during the coronavirus pandemic,Fake
" People should ignore guidelines to wear masks, especially since the government doesn’t advise mask wearing for tuberulosis.",Fake
 Sweden has banned mandatory vaccination.,Fake
 Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.,Fake
" An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people, citing an interview he gave.",Fake
 Rinsing your nose with saline solution could protect you from COVID-19.,Fake
 “Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,Fake
 People who are sick with coronavirus continue to be injected with sea water. Many have been saved.,Fake
 WHO’s stance on coronavirus is changing and now supports the Swedish opening policies.,Fake
" The claim was that ginger powder cured coronavirus positive patients in Mumbai, advised ayurveda as cure",Fake
 Applying mustard oil to the nostril will let the novel Coronavirus move to the stomach where it will be killed by the stomach acids.,Fake
 One of the first recipients of a trial COVID-19 vaccine died.,Fake
 MTN Uganda is giving out 122GB of data to customers for free in response to COVID-19.,Fake
 Pregnant mothers are more likely to contract COVID-19.,Fake
 Pope Francis is calling on all the faithful of his church to take the Malagasy remedy against COVID-19.,Fake
 Doctor Didier Raoult reveals that the World Health Organization (WHO) in collusion with France is preparing to put poison in COVID-Organics.,Fake
 Instagram post shared with text claiming that the novel coronavirus originated in a laboratory.,Fake
 COVID-19 is fake and just a coverup for 5G technology.,Fake
" A recipe with lemon, ginger, onion and garlic can cure the coronavirus.",Fake
" Unilever and Pampers are offering free cleaning and hygiene products to Brazilian families affected by the COVID-19. To be entitled to this help, you need to type your city on the comments of the post.",Fake
" The COVID-19 death rate has been more than 10 times higher in São Paulo, Rio de Janeiro and Ceará (states in which governors are currently opposing Jair Bolsonaro) than in Minas Gerais (whose governor supports Bolsonaro). The numbers have been inflated to make Bolsonaro look bad.",Fake
" Picture of an open coffin with nothing but a bag of sand inside. The caption states this picture was taken in Manaus, Brazil, and that empty coffins are being buried to induce the population to panic.",Fake
" If you forward a WhatsApp message to 13 people, Rs.400 will be credited as balance under smart city scheme.",Fake
 Indiand entral government providing free scholarship and online tuition classes to school children.,Fake
 Indian Spritual Guru Mata Amrithanandamayi Charitable trust gifts India its first “Air Ambulance”.,Fake
 Bollywood Superstar Aamir Khan donated Rs.15000 each to poor slum dwellers in one kg wheat flour packets.,Fake
 Old Dalit woman beaten up by Christian missionaries in Kerala.,Fake
 Arnab Goswami wets his pants when called upon by Mumbai Police for interrogation.,Fake
 Dr. Manish Patil died due to coronavirus in Maharasthra.,Fake
" A video showcasing successful trials completed for COVID-19 vaccine developed by PGIMER, in India.",Fake
 Image of a couple claimed as activists Peter DeMello and Siraj Bilsara shared in connection with Palghar lynching.,Fake
 Video showing a Muslim man throwing notes to spread coronavirus,Fake
 An image with an alleged statement by the Spanish writer Arturo Pérez Reverte about the coronavirus and confinement.,Fake
 Chinese President Xi Jinping urging Africans to reject a coronavirus vaccine that has killed all the animals it has been tested.,Fake
" An image has been shared on Facebook in April 2020 alongside a claim that it shows Muslims praying on a street in the Australian city of Sydney. The image was shared as the city’s residents continued to face stay-at-home orders during the novel coronavirus pandemic. Comments from some Facebook users on the misleading post indicated they believed the photo was taken during the lockdown restrictions,",Fake
